twitter_user_id,friend_degree_avg,friend_degree_max,friend_degree_min,friend_degree_var,follower_degree_avg,follower_degree_max,follower_degree_min,follower_degree_var
573682548,7580.791583,1358687,4,7011459350,10877.27255,2036990,0,14180963347
3143931867,1092.662338,11048,9,3546074.457,931.3636364,21592,2,7468779.374
19534396,4994.868533,1132411,1,1513348677,8365.701442,1148046,0,3251573986
42163539,11747.05118,1286700,1,4536052843,16431.42257,2036883,0,9746903747
250306638,6441.906821,1286700,0,2569513764,10949.88124,2036882,0,6653785352
19915728,1995.273274,1286700,0,514323901.1,4375.904498,2086204,0,3563778445
3034405491,5747.996923,183782,7,337650067.1,7963.178462,280038,0,764089142.8
449139643,2641.779275,395785,0,251347738.9,4927.973884,723178,0,962403104.7
496906695,1422.225352,50809,0,7655876.718,5753.032394,1492710,0,3380011173
394841647,5023.078313,1286700,0,2923330823,8266.980422,2036879,0,6845013168
19973305,1923.314398,3105269,0,574204432.9,3479.457788,4972213,0,2900601588
1342705754,7698.971861,1286704,3,4323929563,12273.83983,2036859,0,13125530070
2660755152,2541.215943,2001445,1,781503707.8,6031.45401,4972273,0,7876752724
392155662,5188.883552,323702,2,602675150.9,7835.516739,396580,0,1295267683
532241033,1645.908615,2001480,0,283897790.4,3045.024675,4972468,0,2348655868
483224449,3017.372519,418663,1,369074315,5163.737405,791983,1,1751239573
260738126,4095.438676,1286687,0,1893661724,7199.244545,2036857,0,4890755122
250311545,2794.597425,3105237,0,1164188870,5794.276775,4972532,0,6037247654
1527302432,5413.251732,1286690,2,3859550841,8545.457275,2036848,0,9877982242
391973986,7040.496333,1286690,0,4126345853,12837.6577,2036848,0,13826067924
8.55421E+17,1988.32243,113325,11,35443798.22,4092.03972,239057,0,235319961
360890130,9194.600887,1286690,8,5342614601,17057.34368,2586101,2,25003298797
23210863,3991.87069,275113,31,648767815.3,25845.5,2086322,0,38341182283
1520163139,6443.674623,1286690,0,2802178537,10741.80025,2036847,0,6933507458
140020746,3052.05814,867193,0,450646277.1,6679.421927,2333675,0,3744902645
20585205,28775.22944,1385376,0,10475006237,35841.02165,2036848,1,16721826860
550086106,7968.112745,1286690,5,4486973514,11636.17892,2036848,0,10787640990
118429508,2948.549124,2001513,0,690177296.8,5555.82745,4972685,0,5370134176
2723743580,3934.807407,208908,2,343367676.7,6236.2,288879,0,1007906258
376905231,1221.036364,110930,3,33421411.15,1509.205195,110997,0,65960484.12
35598574,8442.784355,1286680,0,6262220673,15711.34672,2036838,0,13878225749
19407599,3414.810291,1461705,0,1163774414,7486.556578,2987080,0,5320087369
114689761,1116.264151,12922,14,3770565.987,4243.518868,280084,1,762687627.2
3072775744,2927.729293,158023,3,104396786,4055.911111,280084,0,304126213.7
309587728,3404.912818,3105223,0,1530738198,6848.81714,4972791,0,7494359419
67575441,17532.87154,1778496,1,9068210968,25614.32494,3238234,1,24785331493
407091045,5312.201385,2004644,0,3667420867,8381.594922,4377310,0,14158203297
