,name,gender,birth_date,party_name,post_label,elected,twitter_username,twitter_user_id,tweets_count,followers,friends,retweet,favrotes,mentioned,quoted,reweet,mentioned%,quoted%,reweet%,topic_count,topic_ratio,former_MP
10,Wendy Morton,female,48,Conservative and Unionist Party,Aldridge-Brownhills,True,morton_wendy,813678139,476,3822,620,51344,149,63,476,252,0.1323529411764706,1.0,0.5294117647058824,108,0.018087422542287724,no
11,Tudor Jones,male,0,Liberal Democrats,Alyn and Deeside,False,JTudorJones,1318942975,159,190,146,3459,21,15,159,40,0.09433962264150944,1.0,0.25157232704402516,78,0.040625,no
12,Laura Knightly,female,0,Conservative and Unionist Party,Alyn and Deeside,False,lauraknightly,305659027,572,952,166,126061,344,161,571,405,0.28146853146853146,0.9982517482517482,0.708041958041958,183,0.022860712054965645,no
13,Mark Tami,male,53,Labour Party,Alyn and Deeside,True,MarkTamiMP,2278921206,262,3905,378,1298,241,146,262,193,0.5572519083969466,1.0,0.7366412213740458,118,0.03317402305313467,yes
14,Kevin Gillott,male,0,Labour Party,Amber Valley,False,KevinGillottDCC,2827093541,209,328,368,2065,296,87,209,135,0.41626794258373206,1.0,0.645933014354067,93,0.03147208121827411,no
15,Kate Smith,female,58,Liberal Democrats,Amber Valley,False,KateSmithLibDem,2175891740,30,43,20,6,4,10,30,30,0.3333333333333333,1.0,1.0,12,0.0380952380952381,no
16,Gerard McMahon,male,29,Labour Party,Angus,False,gerardmcmahon86,723913596,1071,679,1783,103487,193,61,1070,480,0.05695611577964519,0.9990662931839402,0.4481792717086835,511,0.03550336969360106,no
17,Anwen Barry,female,50,Conservative and Unionist Party,Arfon,False,Anwen4Arfon,2927448879,104,159,249,3513,37,46,100,66,0.4423076923076923,0.9615384615384616,0.6346153846153846,40,0.02851033499643621,no
18,Alan Reid,male,61,Liberal Democrats,Argyll and Bute,False,AlanReidAandB,2879189757,49,175,58,105,13,26,49,31,0.5306122448979592,1.0,0.6326530612244898,19,0.034420289855072464,yes
19,Nick Herbert,male,52,Conservative and Unionist Party,Arundel and South Downs,True,nickherbertmp,111013369,1387,14272,282,43402,870,366,1387,737,0.2638788752703677,1.0,0.5313626532083634,549,0.02720380555968485,yes
20,Christopher Wellbelove,male,0,Labour Party,Arundel and South Downs,False,cllrwellbelove,14291862,1618,12066,11348,24687,1151,1107,1618,1304,0.6841779975278122,1.0,0.8059332509270705,537,0.032453012630688345,no
21,Helen Harrison,female,0,Conservative and Unionist Party,Ashfield,False,helenharrisonuk,580106431,332,652,568,15119,32,66,332,123,0.19879518072289157,1.0,0.3704819277108434,116,0.027300541303836197,no
22,Brendan Chilton,male,0,Labour Party,Ashford,False,BrendanChilton,303232642,701,2008,1196,34793,207,159,701,465,0.2268188302425107,1.0,0.6633380884450785,242,0.02768561949433703,no
23,Damian Green,male,59,Conservative and Unionist Party,Ashford,True,DamianGreen,422184091,1293,11103,776,42640,609,449,1292,622,0.34725444702242847,0.9992266047950503,0.48105181747873166,328,0.01887335289717475,yes
24,Carly Hicks,female,0,Liberal Democrats,Ashton-under-Lyne,False,cm_hicks,229846131,396,306,601,105751,61,86,391,249,0.21717171717171718,0.9873737373737373,0.6287878787878788,124,0.021877205363443897,no
25,Steven Lambert,male,45,Liberal Democrats,Aylesbury,False,stevenlambert1,23431198,2456,1641,832,227854,456,409,2455,1375,0.16653094462540716,0.9995928338762216,0.5598534201954397,688,0.018863268719326625,no
26,Victoria Prentis,female,44,Conservative and Unionist Party,Banbury,True,VictoriaPrentis,2862527512,110,3905,204,1501,32,50,110,63,0.45454545454545453,1.0,0.5727272727272728,30,0.017271157167530225,no
27,Margaret Hodge,female,71,Labour Party,Barking,True,margarethodge,111411358,877,23996,1256,10460,2573,413,875,701,0.4709236031927024,0.9977194982896237,0.7993158494868872,355,0.032408252693080154,yes
28,Mina Rahman,female,0,Conservative and Unionist Party,Barking,False,MinaRahman1,1011936380,1140,1001,737,29548,293,339,1140,603,0.29736842105263156,1.0,0.5289473684210526,425,0.02882332994235334,no
29,Dan Jarvis,male,43,Labour Party,Barnsley Central,True,DanJarvisMP,240202308,991,59307,7905,33651,7383,122,988,632,0.1231079717457114,0.9969727547931383,0.6377396569122099,299,0.021701262882856728,yes
30,David Ridgway,Male,0,Liberal Democrats,Barnsley Central,False,DavidRidgway67,776206303,384,538,270,149,78,231,384,377,0.6015625,1.0,0.9817708333333334,60,0.009813542688910697,no
31,Simon Fell,male,0,Conservative and Unionist Party,Barrow and Furness,False,simonfell,16454546,780,712,725,22396,302,338,779,448,0.43333333333333335,0.9987179487179487,0.5743589743589743,299,0.0316000845487212,no
32,Paul Harvey,male,0,Labour Party,Basingstoke,False,CllrPaulHarvey,955161218,1005,1416,1930,30551,935,544,1004,722,0.5412935323383085,0.9990049751243781,0.718407960199005,465,0.035147392290249435,no
33,Leon Duveen,male,59,Liberal Democrats,Bassetlaw,False,LD4Bassetlaw,2776642906,557,265,129,9195,26,65,557,139,0.11669658886894076,1.0,0.2495511669658887,246,0.03400608238871993,no
34,John Mann,male,55,Labour Party,Bassetlaw,True,JohnMannMP,357805905,131,22026,264,9121,1997,76,130,100,0.5801526717557252,0.9923664122137404,0.7633587786259542,45,0.023006134969325152,yes
35,Ollie Middleton,Male,0,Labour Party,Bath,False,Ollie_Middleton,254754156,1,1718,1033,95905,0,0,1,0,0.0,1.0,0.0,0,0.0,no
36,Imtiaz Ameen,Male,0,Conservative and Unionist Party,Batley and Spen,False,imtiazameen,299704578,903,261,168,25427,219,423,903,586,0.4684385382059801,1.0,0.6489479512735327,404,0.034532866056927944,no
37,Jane Ellison,female,51,Conservative and Unionist Party,Battersea,True,JaneEllison,132236753,199,9979,537,6415,302,14,192,58,0.07035175879396985,0.964824120603015,0.2914572864321608,75,0.0255885363357216,yes
38,Will Martindale,male,0,Labour Party,Battersea,False,WillJMartindale,571158028,1,4025,2474,95905,0,0,1,0,0.0,1.0,0.0,0,0.0,no
39,Luke Taylor,Male,31,Liberal Democrats,Battersea,False,LukeTaylor104,132528481,457,232,191,60914,53,83,444,272,0.18161925601750548,0.9715536105032823,0.5951859956236324,186,0.03001936733376372,no
40,Tony Clements,Male,0,Labour Party,Beaconsfield,False,BeaconsfieldLab,3127074352,211,445,1048,9824,66,118,208,144,0.5592417061611374,0.985781990521327,0.6824644549763034,93,0.03440621531631521,no
41,Anuja Prashar,female,0,Liberal Democrats,Beckenham,False,AnujaPrashar,106679817,1098,940,602,21778,312,255,1083,787,0.23224043715846995,0.9863387978142076,0.7167577413479053,439,0.02864600326264274,no
42,Mahmud Henry Rogers,male,0,Liberal Democrats,Bedford,False,MahmudHenryR,858757436,82,103,122,8106,3,6,82,29,0.07317073170731707,1.0,0.35365853658536583,47,0.04685942173479561,no
43,Ben Manton,male,24,Conservative and Unionist Party,Belfast South,False,Manton4Belfast,610142104,3,569,798,3,0,0,3,0,0.0,1.0,0.0,0,0.0,no
44,Paul Shea,male,0,Conservative and Unionist Party,Belfast West,False,Shea4WestBel,3108186814,198,64,170,4857,28,30,194,71,0.15151515151515152,0.9797979797979798,0.35858585858585856,76,0.027367662945624774,no
45,JP Floru,male,0,Conservative and Unionist Party,Bermondsey and Old Southwark,False,jpfloru,115020134,490,1810,1905,4719,144,183,490,450,0.373469387755102,1.0,0.9183673469387755,182,0.029953917050691243,no
46,Scott Dickinson,male,31,Labour Party,Berwick-upon-Tweed,False,ScottDickinson0,68391291,2044,854,958,68813,250,931,2044,1292,0.4554794520547945,1.0,0.6320939334637965,665,0.026449765332909075,no
47,John Lamont,male,39,Conservative and Unionist Party,"Berwickshire, Roxburgh and Selkirk",False,John2Win,130133607,1352,4777,1501,3497091,1005,403,1352,883,0.2980769230769231,1.0,0.6531065088757396,268,0.014536775873291387,no
48,Kenryck Lloyd-Jones,male,0,Labour Party,"Berwickshire, Roxburgh and Selkirk",False,kenryckbell,79130132,742,359,493,35173,160,156,740,353,0.21024258760107817,0.9973045822102425,0.4757412398921833,322,0.030026109660574413,no
49,Rushanara Ali,female,40,Labour Party,Bethnal Green and Bow,True,rushanaraali,245849058,585,22359,2137,23039,1530,51,577,245,0.08717948717948718,0.9863247863247864,0.4188034188034188,224,0.03118474175135737,yes
50,Denis Healy,male,0,Liberal Democrats,Beverley and Holderness,False,denishealy,57148778,6,142,7,0,0,6,6,6,1.0,1.0,1.0,0,0.0,no
51,Graham Stuart,male,53,Conservative and Unionist Party,Beverley and Holderness,True,grahamstuart,14395178,1893,10233,2467,23771,794,525,1893,1138,0.277337559429477,1.0,0.601162176439514,836,0.03243075490728528,yes
52,Huw Merriman,male,42,Conservative and Unionist Party,Bexhill and Battle,True,HuwMerriman,2902930059,152,3802,382,414,209,69,150,137,0.45394736842105265,0.9868421052631579,0.9013157894736842,48,0.020008336807002917,no
53,Stefano Borella,male,0,Labour Party,Bexleyheath and Crayford,False,StefBorella,2205752888,59,1233,1215,3422,25,13,59,43,0.22033898305084745,1.0,0.7288135593220338,17,0.02526002971768202,no
54,Richard Davis,Male,0,Liberal Democrats,Bexleyheath and Crayford,False,DrDickyD,118117970,1,1715,2137,95905,0,0,1,0,0.0,1.0,0.0,0,0.0,no
55,David Evennett,male,66,Conservative and Unionist Party,Bexleyheath and Crayford,True,DavidEvennett,17298241,46,9616,498,114,19,21,46,41,0.45652173913043476,1.0,0.8913043478260869,12,0.02023608768971332,yes
56,Allan Brame,male,63,Liberal Democrats,Birkenhead,False,AllanBrame,3039349901,66,137,237,567,15,33,65,48,0.5,0.9848484848484849,0.7272727272727273,24,0.03614457831325301,no
57,Frank Field,male,73,Labour Party,Birkenhead,True,frankfieldteam,20688804,241,14821,257,2797,881,158,241,200,0.6556016597510373,1.0,0.8298755186721992,120,0.03576751117734724,yes
58,Luke Evans,male,32,Conservative and Unionist Party,"Birmingham, Edgbaston",False,drlukeevans,475138726,1165,1338,1683,216705,451,294,1164,665,0.25236051502145923,0.9991416309012876,0.5708154506437768,287,0.017106753293199023,no
59,Gisela Stuart,female,60,Labour Party,"Birmingham, Edgbaston",True,GiselaStuart,26584956,1163,23266,320,75795,310,155,1161,430,0.13327601031814273,0.998280309544282,0.3697334479793637,286,0.018747951491314325,yes
60,Roger Godsiff,male,69,Labour Party,"Birmingham, Hall Green",True,RogerGodsiff,236953412,451,8396,502,6758,1370,308,450,420,0.6829268292682927,0.9977827050997783,0.9312638580931264,262,0.047292418772563176,yes
61,Phil Bennion,Male,61,Liberal Democrats,"Birmingham, Hodge Hill",False,PhilBennionMEP,615011876,2396,1722,1193,31341,504,647,2396,1758,0.27003338898163604,1.0,0.7337228714524207,1201,0.04046086985816798,no
62,Kieran Mullan,male,0,Conservative and Unionist Party,"Birmingham, Hodge Hill",False,KieranMullanUK,2834640796,25,119,53,1971,2,6,25,10,0.24,1.0,0.4,18,0.0694980694980695,no
63,Shabana Mahmood,female,35,Labour Party,"Birmingham, Ladywood",True,ShabanaMahmood,407741330,933,15739,549,49963,1161,245,933,506,0.26259378349410506,1.0,0.5423365487674169,371,0.02959240647682859,yes
64,Isabel Sigmac,female,0,Conservative and Unionist Party,"Birmingham, Ladywood",False,IsabelSigmac,387806419,504,623,483,3173,60,91,504,188,0.18055555555555555,1.0,0.373015873015873,110,0.014197212183789365,no
65,Steve Haynes,male,0,Liberal Democrats,"Birmingham, Northfield",False,Centreradical,610074558,1797,614,562,682835,201,557,1796,1437,0.3099610461880913,0.9994435169727324,0.7996661101836394,289,0.012008143931524494,no
66,Charlotte Hodivala,female,0,Conservative and Unionist Party,"Birmingham, Perry Barr",False,ch4pb,2825883455,350,1115,359,10622,148,125,348,227,0.35714285714285715,0.9942857142857143,0.6485714285714286,105,0.02617801047120419,no
67,Khalid Mahmood,male,54,Labour Party,"Birmingham, Perry Barr",True,khalid4PB,3030160806,25,2821,1490,230,40,0,25,7,0.0,1.0,0.28,9,0.025210084033613446,yes
68,Alex Boulter,female,0,Conservative and Unionist Party,"Birmingham, Selly Oak",False,alex_boulter,1723301382,217,413,208,3971,154,68,217,143,0.31336405529953915,1.0,0.6589861751152074,80,0.0266844563042028,no
69,Colin Green,male,44,Liberal Democrats,"Birmingham, Selly Oak",False,ColinGreenLD,206986175,1786,751,952,131643,113,299,1782,800,0.1674132138857783,0.9977603583426652,0.4479283314669653,878,0.03961200090232348,no
70,John Hemming,male,55,Liberal Democrats,"Birmingham, Yardley",False,johnhemming4mp,101262304,904,11149,8917,1776,268,130,898,693,0.14380530973451328,0.9933628318584071,0.7665929203539823,323,0.026874115983026876,yes
71,Arun Photay,male,0,Conservative and Unionist Party,"Birmingham, Yardley",False,APhotay,381049055,353,498,390,13782,82,81,353,149,0.22946175637393768,1.0,0.42209631728045327,99,0.020689655172413793,no
72,Christopher Adams,male,26,Conservative and Unionist Party,Bishop Auckland,False,C_F_Adams,711964386,242,525,725,88261,48,57,241,152,0.23553719008264462,0.9958677685950413,0.628099173553719,51,0.017763845350052248,no
73,Bob Eastwood,male,0,Conservative and Unionist Party,Blackburn,False,Bobrjeastwood,1140683299,2601,2455,2412,23786,1756,888,2600,2172,0.3414071510957324,0.9996155324875048,0.8350634371395617,719,0.019178959161354,no
74,Kate Hollern,female,60,Labour Party,Blackburn,True,Kate_HollernMP,191074455,1,4520,1649,649,0,0,1,0,0.0,1.0,0.0,0,0.0,no
75,Michelle Tanfield-Johnson,female,0,Conservative and Unionist Party,Blackley and Broughton,False,michtanfield,1086188929,1176,355,230,56735,67,286,1176,805,0.24319727891156462,1.0,0.6845238095238095,328,0.02097723202865183,no
76,Paul Maynard,male,40,Conservative and Unionist Party,Blackpool North and Cleveleys,True,PaulMaynardUK,15133808,1897,16883,8305,105640,1278,533,1897,1167,0.2809699525566684,1.0,0.6151818661043753,470,0.018112451346872713,yes
77,Peter Anthony,male,0,Conservative and Unionist Party,Blackpool South,False,peterfor2017,2699190565,1,675,714,799457,0,0,1,0,0.0,1.0,0.0,0,0.0,no
78,Samuel Ellis Rees,Male,24,Liberal Democrats,Blaenau Gwent,False,SamuelEllisRees,851533627,2718,717,1443,546523,365,1205,2714,2170,0.44334069168506257,0.9985283296541575,0.7983811626195733,425,0.011348767657347325,no
79,Tracey West,female,0,Conservative and Unionist Party,Blaenau Gwent,False,traceymwest,279545611,1,121,126,19051,0,0,1,0,0.0,1.0,0.0,0,0.0,no
80,David Anderson,male,62,Labour Party,Blaydon,True,DaveAndersonMP,2922399688,274,3092,322,6942,425,75,273,134,0.2737226277372263,0.9963503649635036,0.48905109489051096,136,0.04048824054778208,no
81,Ronnie Campbell,male,72,Labour Party,Blyth Valley,True,BVLabour,537216043,185,876,426,727,27,162,185,165,0.8756756756756757,1.0,0.8918918918918919,62,0.02939781887150308,yes
82,Philip Latham,male,0,Liberal Democrats,Blyth Valley,False,PhilipLatham,138537503,81,77,39,17,13,27,81,78,0.3333333333333333,1.0,0.9629629629629629,34,0.03451776649746193,no
83,Greg Munro,male,0,Conservative and Unionist Party,Blyth Valley,False,Greg_A_Munro,199632404,77,131,324,1841,7,53,76,70,0.6883116883116883,0.987012987012987,0.9090909090909091,37,0.04671717171717172,no
84,Alan Butcher,male,44,Labour Party,Bognor Regis and Littlehampton,False,atbutcher,28803498,1245,399,1095,3758,18,1163,1244,1205,0.934136546184739,0.9991967871485944,0.9678714859437751,149,0.01685329713833277,no
85,Nick Gibb,male,55,Conservative and Unionist Party,Bognor Regis and Littlehampton,True,NickGibbUK,3036280263,3,8098,1207,0,3,1,3,3,0.3333333333333333,1.0,1.0,2,0.09523809523809523,yes
86,Francis Oppler,male,54,Liberal Democrats,Bognor Regis and Littlehampton,False,FrancisOppler,418116925,13,67,44,0,0,9,13,13,0.6923076923076923,1.0,1.0,2,0.00823045267489712,no
87,David Crausby,male,69,Labour Party,Bolton North East,True,DavidCrausby,1417840321,188,2833,125,2247,92,59,188,113,0.31382978723404253,1.0,0.601063829787234,61,0.022467771639042358,yes
88,James Daly,male,0,Conservative and Unionist Party,Bolton North East,False,cllrjamesdaly,1430228162,2138,777,698,51463,270,834,2138,933,0.3900841908325538,1.0,0.4363891487371375,853,0.02676078431372549,no
89,Yasmin Qureshi,female,52,Labour Party,Bolton South East,True,YasminQureshiMP,72341341,1342,13501,2264,71393,1992,388,1342,863,0.28912071535022354,1.0,0.643070044709389,543,0.02864679504088631,yes
90,Peter Dowd,male,58,Labour Party,Bootle,True,Peter_Dowd,883173469,1258,6186,574,230383,728,595,1247,755,0.47297297297297297,0.9912559618441972,0.6001589825119237,469,0.02464788732394366,no
91,Jade Marsden,female,0,Conservative and Unionist Party,Bootle,False,jade4bootle,2586231522,24,55,70,769,9,8,24,13,0.3333333333333333,1.0,0.5416666666666666,7,0.021806853582554516,no
92,Paul Kenny,male,0,Labour Party,Boston and Skegness,False,paul_r_kenny,114781264,1206,1496,2177,81999,44,165,1206,162,0.13681592039800994,1.0,0.13432835820895522,606,0.03860610307702109,no
93,David Watts,male,0,Liberal Democrats,Boston and Skegness,False,DavidWatts12,378070216,284,1493,2228,11523,78,63,284,88,0.22183098591549297,1.0,0.30985915492957744,99,0.024756189047261814,no
94,Chris Kealey,male,36,Labour Party,Bosworth,False,_ChrisKealey,489221664,48,989,985,1478,7,4,48,20,0.08333333333333333,1.0,0.4166666666666667,15,0.020891364902506964,no
95,Tobias Ellwood,male,49,Conservative and Unionist Party,Bournemouth East,True,Tobias_Ellwood,482866177,691,34281,435,15904,1830,404,691,544,0.5846599131693199,1.0,0.7872648335745297,322,0.0329512893982808,yes
96,Conor Burns,male,43,Conservative and Unionist Party,Bournemouth West,True,ConorBurnsUK,388250401,2130,11894,869,44984,3817,769,2130,1838,0.36103286384976524,1.0,0.8629107981220657,466,0.015337019483938915,yes
97,David Stokes,male,54,Labour Party,Bournemouth West,False,dave4bmthwest,2469000333,164,298,93,6108,89,103,163,143,0.6280487804878049,0.9939024390243902,0.8719512195121951,34,0.017435897435897435,no
98,Phillip Lee,male,45,Conservative and Unionist Party,Bracknell,True,DrPhillipLeeMP,328576792,1357,9877,117,58550,318,458,1356,900,0.3375092114959469,0.9992630803242447,0.6632277081798084,527,0.026901480347115876,yes
99,Patrick Smith,male,0,Liberal Democrats,Bracknell,False,PatrickSmithLD,2399289469,369,229,221,11552,66,96,369,232,0.2601626016260163,1.0,0.6287262872628726,121,0.027512505684402,no
100,James Walsh,male,0,Labour Party,Bracknell,False,JamesLWalsh,167454696,981,604,530,53079,353,232,981,612,0.23649337410805302,1.0,0.6238532110091743,423,0.02905020259597555,no
101,Iftikhar Ahmed,male,0,Conservative and Unionist Party,Bradford East,False,iftikharBE1,2848370703,269,129,209,25997,7,24,269,18,0.08921933085501858,1.0,0.06691449814126393,105,0.027544596012591814,no
102,Imran Hussain,male,37,Labour Party,Bradford East,True,Imran_HussainMP,2979642791,104,8702,628,4784,44,21,104,36,0.20192307692307693,1.0,0.34615384615384615,43,0.034126984126984124,no
103,David Ward,male,62,Liberal Democrats,Bradford East,False,DWard,311986618,2003,12269,576,64620,14810,962,2002,1577,0.4802795806290564,0.9995007488766849,0.7873190214677983,896,0.03813739678215715,yes
104,Judith Cummins,female,48,Labour Party,Bradford South,True,JudithCummins,401568431,797,7066,1157,22030,94,96,797,214,0.12045169385194479,1.0,0.2685069008782936,305,0.027036610229589576,no
105,George Grant,male,0,Conservative and Unionist Party,Bradford West,False,GeorgePBGrant,543443216,1144,2418,518,166166,1138,349,1144,738,0.30506993006993005,1.0,0.6451048951048951,368,0.02340818014121239,no
106,Matthew Klesel,Male,0,Liberal Democrats,Braintree,False,mtklesel,144132870,142,330,1009,17523,18,27,141,77,0.19014084507042253,0.9929577464788732,0.5422535211267606,35,0.021658415841584157,no
107,Matthew James Dorrance,male,0,Labour Party,Brecon and Radnorshire,False,MatthewDorrance,21400725,2061,1332,1563,51930,920,492,2058,1248,0.23871906841339155,0.9985443959243085,0.6055312954876274,779,0.02971354464660335,no
108,Roger Hugh Williams,male,67,Liberal Democrats,Brecon and Radnorshire,False,RogerWilliamsLD,479644360,1702,2826,1627,15201,342,331,1702,664,0.1944770857814336,1.0,0.3901292596944771,451,0.019261980011958658,no
109,Lauren Keith,female,0,Liberal Democrats,Brent Central,False,laurenpk,19334591,755,1018,973,72955,140,124,755,448,0.16423841059602648,1.0,0.5933774834437087,160,0.014209591474245116,no
110,Alan Mendoza,Male,0,Conservative and Unionist Party,Brent Central,False,AlanMPolitics,2991735843,562,243,313,22155,130,132,561,214,0.23487544483985764,0.998220640569395,0.3807829181494662,321,0.046100818612666954,no
111,Barry Gardiner,male,58,Labour Party,Brent North,True,BarryGardiner,107722321,55,43903,3842,1784,92,16,55,24,0.2909090909090909,1.0,0.43636363636363634,25,0.03506311360448808,yes
112,Luke Parker,male,0,Conservative and Unionist Party,Brent North,False,luke_r_parker,27625137,186,368,292,1965,39,88,185,111,0.4731182795698925,0.9946236559139785,0.5967741935483871,50,0.022634676324128564,no
113,Joseph Bourke,male,61,Liberal Democrats,Brentford and Isleworth,False,JosephBourke,140113193,1407,195,202,10745,38,621,1407,901,0.44136460554371004,1.0,0.6403695806680881,546,0.03581032334229685,no
114,Mary Macleod,female,46,Conservative and Unionist Party,Brentford and Isleworth,False,MaryMacleodUK,44548822,1698,11466,7308,92557,1489,145,1698,725,0.08539458186101295,1.0,0.42697290930506476,468,0.01944652206432311,yes
115,Liam Preston,male,0,Labour Party,Brentwood and Ongar,False,lbpreston,81719888,199,1766,1393,17515,146,70,199,128,0.35175879396984927,1.0,0.6432160804020101,81,0.031665363565285376,no
116,Anita Davies,female,0,Liberal Democrats,Bridgend,False,Cisntbelieving,2704853871,42,69,108,406,11,18,42,24,0.42857142857142855,1.0,0.5714285714285714,17,0.037444933920704845,no
117,Meirion Jenkins,male,0,Conservative and Unionist Party,Bridgend,False,meirionj,278981081,208,248,171,1700,57,143,208,149,0.6875,1.0,0.7163461538461539,136,0.06090461262875056,no
118,Madeleine Moon,female,65,Labour Party,Bridgend,True,MadeleineMoon,131862459,973,5954,853,14795,643,543,970,774,0.5580678314491264,0.9969167523124358,0.7954779033915724,499,0.0359847119059638,yes
119,Mick Lerry,male,0,Labour Party,Bridgwater and West Somerset,False,micklerry,338418908,1024,478,728,93272,107,154,1024,277,0.150390625,1.0,0.2705078125,596,0.04925619834710744,no
120,Theo Butt Philip,male,32,Liberal Democrats,Bridgwater and West Somerset,False,TheoButtPhilip,5745912,1038,996,1047,23093,365,306,1038,822,0.2947976878612717,1.0,0.791907514450867,146,0.01002403020940611,no
121,Liz Leffman,Female,66,Liberal Democrats,Brigg and Goole,False,lizleffman,48044043,7,2582,164,4,1,4,7,7,0.5714285714285714,1.0,1.0,1,0.008771929824561403,no
122,Paul Chandler,male,66,Liberal Democrats,"Brighton, Kemptown",False,thepaulchandler,890969652,107,117,61,415,12,9,105,99,0.08411214953271028,0.9813084112149533,0.9252336448598131,23,0.01597222222222222,no
123,Chris Bowers,male,54,Liberal Democrats,"Brighton, Pavilion",False,chris1bowers,2737204784,80,335,524,45,32,37,80,79,0.4625,1.0,0.9875,39,0.031630170316301706,no
124,Clarence Mitchell,male,0,Conservative and Unionist Party,"Brighton, Pavilion",False,mitch_1uk,1053637880,2029,1954,1883,54119,1098,390,2029,1105,0.19221291276490882,1.0,0.5446032528339083,663,0.02135815991237678,no
125,Purna Sen,female,0,Labour Party,"Brighton, Pavilion",False,Purna_Sen,919914900,2460,3308,1149,78074,2041,218,2452,1488,0.0886178861788618,0.9967479674796748,0.6048780487804878,629,0.01938068094284394,no
126,Theo Clarke,female,0,Conservative and Unionist Party,Bristol East,False,theodoraclarke,61052508,1163,3065,4061,61293,425,133,1163,407,0.11435941530524506,1.0,0.34995700773860705,333,0.019687832564739268,no
127,Clare Campion-Smith,Female,0,Liberal Democrats,Bristol North West,False,ClareCCS,2736504321,3,148,23,10396,0,0,3,1,0.0,1.0,0.3333333333333333,0,0.0,no
128,Darren Jones,male,0,Labour Party,Bristol North West,False,darrenpjones,20392734,1509,5456,2523,63223,1077,411,1505,1218,0.27236580516898606,0.9973492379058979,0.8071570576540755,541,0.02442548196306831,no
129,Charlotte Leslie,female,37,Conservative and Unionist Party,Bristol North West,True,CharlotteLeslie,631874663,225,11831,1676,935,551,48,206,142,0.21333333333333335,0.9155555555555556,0.6311111111111111,50,0.016254876462938883,yes
130,Isobel Grant,Female,40,Conservative and Unionist Party,Bristol South,False,isogrant,259707048,649,869,674,16118,102,136,646,294,0.20955315870570107,0.9953775038520801,0.4530046224961479,196,0.02174395384956734,no
131,Claire Hiscott,female,0,Conservative and Unionist Party,Bristol West,False,ClaireHiscott,1190173345,1674,1229,664,52737,464,303,1674,650,0.18100358422939067,1.0,0.38829151732377537,467,0.01878444149471059,no
132,Chris Jones,male,0,Labour Party,Broadland,False,Chris4NorwichN,2478823452,11,545,363,85,3,6,11,10,0.5454545454545454,1.0,0.9090909090909091,7,0.06930693069306931,no
133,John Courtneidge,male,0,Labour Party,Bromley and Chislehurst,False,john72442541,1407283063,91,198,110,16,2,60,91,89,0.6593406593406593,1.0,0.978021978021978,20,0.014587892049598834,no
134,Tom Ebbutt,male,0,Labour Party,Bromsgrove,False,tomebbutt,68701451,2182,1098,319,169395,703,666,2177,1656,0.30522456461961506,0.9977085242896425,0.7589367552703942,495,0.018637749915282956,no
135,Sajid Javid,male,46,Conservative and Unionist Party,Bromsgrove,True,sajidjavid,20052899,717,42656,609,20496,4575,260,716,489,0.36262203626220363,0.99860529986053,0.6820083682008368,279,0.03217250922509225,yes
136,Edward Robinson,male,31,Labour Party,Broxbourne,False,ejcrobinson,592985942,245,734,1041,5483,30,42,245,140,0.17142857142857143,1.0,0.5714285714285714,94,0.030361757105943153,no
