,twitter_username,tweets_count,postive,negative,sum_sentiment,postive_r,negative_r
978,CllrDanLewis,3018,666,2352,-1596.999999999993,0.220675944333996,0.7793240556660039
979,Cllr_M_Jefferys,59,20,39,-19.599999999999998,0.3389830508474576,0.6610169491525424
980,Vote_Walton,564,155,409,-228.59999999999994,0.274822695035461,0.725177304964539
981,dawharton,1142,284,858,-559.8000000000008,0.2486865148861646,0.7513134851138353
982,kirstyrallan,796,264,532,-241.9999999999999,0.3316582914572864,0.6683417085427136
983,Lindsey4WNorth,1173,428,745,-291.6,0.3648763853367434,0.6351236146632566
984,ja_bateson,1051,336,715,-351.8000000000006,0.3196955280685062,0.6803044719314938
985,AnnMyatt2015,100,47,53,-3.400000000000003,0.47,0.53
986,JohnPeterMunro,2198,636,1562,-843.6000000000009,0.2893539581437671,0.7106460418562329
987,JohnPenroseNews,1226,495,731,-210.99999999999983,0.40375203915171287,0.5962479608482871
988,TimTaylorWeston,158,65,93,-28.20000000000001,0.41139240506329117,0.5886075949367089
989,CKConservative,506,171,335,-156.59999999999994,0.33794466403162055,0.6620553359683794
990,lisanandy,1739,670,1069,-346.2000000000009,0.3852788959171938,0.6147211040828062
991,S_Hammond,187,55,132,-75.99999999999999,0.29411764705882354,0.7058823529411765
992,Andjudge,500,180,320,-129.39999999999995,0.36,0.64
993,sbrine,1669,716,953,-212.80000000000007,0.42899940083882565,0.5710005991611744
994,jackielibdem,747,289,458,-148.1999999999998,0.3868808567603748,0.6131191432396251
995,AdamAfriyie,938,414,524,-92.59999999999991,0.44136460554371004,0.55863539445629
996,GeorgeFussey,831,287,544,-238.59999999999997,0.345367027677497,0.6546329723225031
997,elizabethjewkes,42,8,34,-23.800000000000004,0.19047619047619047,0.8095238095238095
998,David_Cameron,1697,752,945,-168.3999999999997,0.4431349440188568,0.5568650559811432
999,duncanenright,1516,446,1070,-586.2000000000011,0.2941952506596306,0.7058047493403694
1000,andyg2439,160,48,112,-63.40000000000001,0.3,0.7
1001,JonathanLord,2,1,1,-0.19999999999999996,0.5,0.5
1002,JillRawling,50,20,30,-7.599999999999998,0.4,0.6
1003,christook,2422,682,1740,-982.6000000000003,0.2815854665565648,0.7184145334434352
1004,CllrCliveJones,1234,376,858,-453.00000000000085,0.3047001620745543,0.6952998379254457
1005,johnredwood,663,161,502,-342.79999999999984,0.24283559577677225,0.7571644042232277
1006,VoteDarrenHenry,175,46,129,-77.6,0.26285714285714284,0.7371428571428571
1007,EmmaReynoldsMP,483,175,308,-116.19999999999995,0.36231884057971014,0.6376811594202898
1008,patmcfaddenmp,256,118,138,-17.400000000000002,0.4609375,0.5390625
1009,SuriaPhotay,206,63,143,-69.59999999999997,0.3058252427184466,0.6941747572815534
1010,Eleanor_SmithMP,374,88,286,-192.0,0.23529411764705882,0.7647058823529411
1011,PaulUppalWSW,690,201,489,-267.1999999999999,0.29130434782608694,0.7086956521739131
1012,neale4wsw,262,76,186,-104.6,0.2900763358778626,0.7099236641221374
1013,JoySquires,1785,733,1052,-275.7999999999999,0.4106442577030812,0.5893557422969188
1014,SueHayman1,104,44,60,-12.599999999999998,0.4230769230769231,0.5769230769230769
1015,phillroberts2,41,19,22,-1.9999999999999996,0.4634146341463415,0.5365853658536586
1016,Bikingbarrister,724,271,453,-175.2,0.3743093922651934,0.6256906077348067
1017,Mark4WyreForest,1317,420,897,-438.2000000000012,0.31890660592255127,0.6810933940774487
1018,Matt4wyreforest,513,140,373,-215.40000000000003,0.2729044834307992,0.7270955165692008
1019,johnpotterLD,1446,415,1031,-539.4000000000025,0.2869986168741355,0.7130013831258645
1020,BWallaceMP,1626,497,1129,-578.4000000000011,0.30565805658056583,0.6943419434194342
1021,Fiona20Green,581,204,377,-165.19999999999987,0.35111876075731496,0.648881239242685
1022,MikeKaneMP,887,328,559,-214.4,0.3697857948139797,0.6302142051860203
1023,MarcusFysh,68,32,36,-2.2000000000000015,0.47058823529411764,0.5294117647058824
1024,mark4ynysmon,39,9,30,-20.2,0.23076923076923078,0.7692307692307693
1025,EMichelleWillis,462,154,308,-139.7999999999999,0.3333333333333333,0.6666666666666666
1026,NickLovesYork,582,203,379,-160.19999999999996,0.3487972508591065,0.6512027491408935
1027,RobertMcIlveen,1419,501,918,-390.5999999999999,0.35306553911205074,0.6469344608879493
