,twitter_username,tweets_count,postive,negative,sum_sentiment,postive_r,negative_r
1,Helenceri,22,3,19,-13.8,0.13636363636363635,0.8636363636363636
2,Edward4East,633,224,409,-165.5999999999999,0.353870458135861,0.6461295418641391
3,Bathula_Victor,2,1,1,0.0,0.5,0.5
4,euandavidson,1868,565,1303,-682.8000000000018,0.3024625267665953,0.6975374732334048
5,annebegg,1139,400,739,-314.00000000000006,0.35118525021949076,0.6488147497805092
6,RDJRixson,86,17,69,-48.60000000000001,0.19767441860465115,0.8023255813953488
7,alanhilliar,9,4,5,-0.40000000000000013,0.4444444444444444,0.5555555555555556
8,geraldhowarth,365,140,225,-76.19999999999993,0.3835616438356164,0.6164383561643836
9,JohnFisher_1,286,95,191,-87.6,0.3321678321678322,0.6678321678321678
10,ablibdems,319,110,209,-87.6,0.3448275862068966,0.6551724137931034
11,morton_wendy,476,194,282,-78.00000000000001,0.40756302521008403,0.592436974789916
12,JTudorJones,159,45,114,-64.00000000000001,0.2830188679245283,0.7169811320754716
13,lauraknightly,572,203,369,-155.39999999999992,0.3548951048951049,0.6451048951048951
14,MarkTamiMP,262,77,185,-103.79999999999997,0.29389312977099236,0.7061068702290076
15,KevinGillottDCC,209,78,131,-44.80000000000001,0.37320574162679426,0.6267942583732058
16,KateSmithLibDem,30,13,17,-3.2,0.43333333333333335,0.5666666666666667
17,gerardmcmahon86,1071,337,734,-368.2000000000007,0.3146591970121382,0.6853408029878618
18,Anwen4Arfon,104,33,71,-31.60000000000002,0.3173076923076923,0.6826923076923077
19,AlanReidAandB,49,9,40,-28.200000000000006,0.1836734693877551,0.8163265306122449
20,nickherbertmp,1387,513,874,-326.59999999999997,0.3698630136986301,0.6301369863013698
21,cllrwellbelove,1618,447,1171,-665.0000000000013,0.2762669962917182,0.7237330037082819
22,helenharrisonuk,332,129,203,-65.79999999999995,0.3885542168674699,0.6114457831325302
23,BrendanChilton,701,210,491,-251.39999999999986,0.2995720399429387,0.7004279600570613
24,DamianGreen,1293,475,818,-313.20000000000016,0.36736272235112144,0.6326372776488786
25,cm_hicks,396,126,270,-129.5999999999999,0.3181818181818182,0.6818181818181818
26,stevenlambert1,2456,741,1715,-898.4000000000005,0.30171009771986973,0.6982899022801303
27,VictoriaPrentis,110,51,59,-8.2,0.4636363636363636,0.5363636363636364
28,margarethodge,877,288,589,-287.0000000000003,0.32839224629418473,0.6716077537058153
29,MinaRahman1,1140,434,706,-242.1999999999997,0.38070175438596493,0.6192982456140351
30,DanJarvisMP,991,343,648,-270.00000000000006,0.34611503531786075,0.6538849646821393
31,DavidRidgway67,384,151,233,-72.19999999999996,0.3932291666666667,0.6067708333333334
32,simonfell,780,223,557,-306.6000000000001,0.2858974358974359,0.7141025641025641
33,CllrPaulHarvey,1005,352,653,-277.40000000000003,0.3502487562189055,0.6497512437810945
34,LD4Bassetlaw,557,153,404,-234.00000000000006,0.2746858168761221,0.725314183123878
35,JohnMannMP,131,37,94,-53.6,0.2824427480916031,0.7175572519083969
36,Ollie_Middleton,1716,512,1204,-638.4000000000012,0.29836829836829837,0.7016317016317016
37,imtiazameen,903,294,609,-296.1999999999999,0.32558139534883723,0.6744186046511628
38,JaneEllison,1281,639,642,9.40000000000001,0.49882903981264637,0.5011709601873536
39,WillJMartindale,2154,773,1381,-543.4000000000012,0.35886722376973074,0.6411327762302693
40,LukeTaylor104,457,137,320,-174.00000000000006,0.29978118161925604,0.700218818380744
41,BeaconsfieldLab,211,70,141,-66.4,0.33175355450236965,0.6682464454976303
42,AnujaPrashar,1098,459,639,-164.19999999999993,0.4180327868852459,0.5819672131147541
43,MahmudHenryR,82,24,58,-35.8,0.2926829268292683,0.7073170731707317
44,Manton4Belfast,3,0,3,-3.0,0.0,1.0
45,Shea4WestBel,198,69,129,-52.40000000000002,0.3484848484848485,0.6515151515151515
46,jpfloru,490,157,333,-158.39999999999975,0.32040816326530613,0.6795918367346939
47,ScottDickinson0,2044,624,1420,-718.4000000000016,0.30528375733855184,0.6947162426614482
48,John2Win,1352,491,861,-340.4000000000004,0.3631656804733728,0.6368343195266272
49,kenryckbell,742,251,491,-210.19999999999996,0.33827493261455527,0.6617250673854448
50,rushanaraali,585,219,366,-134.59999999999988,0.37435897435897436,0.6256410256410256
51,denishealy,6,0,6,-3.6,0.0,1.0
52,grahamstuart,1893,725,1168,-407.6000000000009,0.3829899630216587,0.6170100369783412
53,HuwMerriman,152,73,79,-3.599999999999997,0.48026315789473684,0.5197368421052632
54,StefBorella,59,14,45,-29.200000000000003,0.23728813559322035,0.7627118644067796
55,DrDickyD,2144,848,1296,-405.6000000000008,0.39552238805970147,0.6044776119402985
56,DavidEvennett,46,11,35,-24.2,0.2391304347826087,0.7608695652173914
57,AllanBrame,66,20,46,-24.8,0.30303030303030304,0.696969696969697
58,frankfieldteam,241,77,164,-80.39999999999999,0.31950207468879666,0.6804979253112033
59,drlukeevans,1165,424,741,-288.6000000000003,0.36394849785407724,0.6360515021459228
60,GiselaStuart,1163,379,784,-370.20000000000044,0.32588134135855545,0.6741186586414445
61,RogerGodsiff,451,139,312,-166.60000000000005,0.3082039911308204,0.6917960088691796
62,PhilBennionMEP,2396,920,1476,-528.2000000000005,0.38397328881469117,0.6160267111853088
63,KieranMullanUK,25,8,17,-9.6,0.32,0.68
64,ShabanaMahmood,933,335,598,-240.60000000000002,0.3590568060021436,0.6409431939978564
65,IsabelSigmac,504,206,298,-71.40000000000002,0.4087301587301587,0.5912698412698413
66,Centreradical,1797,451,1346,-843.2000000000015,0.25097384529771843,0.7490261547022816
67,ch4pb,350,111,239,-113.39999999999995,0.3171428571428571,0.6828571428571428
68,khalid4PB,25,6,19,-11.600000000000001,0.24,0.76
69,alex_boulter,217,90,127,-35.20000000000002,0.4147465437788018,0.5852534562211982
70,ColinGreenLD,1786,503,1283,-739.0000000000009,0.28163493840985443,0.7183650615901456
71,johnhemming4mp,904,225,679,-443.20000000000033,0.2488938053097345,0.7511061946902655
72,APhotay,353,139,214,-64.59999999999998,0.3937677053824363,0.6062322946175638
73,C_F_Adams,242,67,175,-100.2,0.2768595041322314,0.7231404958677686
74,Bobrjeastwood,2601,918,1683,-662.0000000000022,0.35294117647058826,0.6470588235294118
75,Kate_HollernMP,1418,489,929,-420.80000000000047,0.344851904090268,0.655148095909732
76,michtanfield,1176,377,799,-392.2000000000006,0.320578231292517,0.6794217687074829
77,PaulMaynardUK,1897,651,1246,-543.2000000000011,0.34317343173431736,0.6568265682656826
78,peterfor2017,1265,482,783,-241.79999999999941,0.38102766798418974,0.6189723320158103
79,SamuelEllisRees,2718,696,2022,-1259.9999999999989,0.2560706401766004,0.7439293598233996
80,traceymwest,107,23,84,-56.2,0.21495327102803738,0.7850467289719626
81,DaveAndersonMP,274,102,172,-61.400000000000006,0.3722627737226277,0.6277372262773723
82,BVLabour,185,53,132,-64.20000000000005,0.2864864864864865,0.7135135135135136
83,PhilipLatham,81,26,55,-28.200000000000003,0.32098765432098764,0.6790123456790124
84,Greg_A_Munro,77,20,57,-33.800000000000004,0.2597402597402597,0.7402597402597403
85,atbutcher,1245,204,1041,-657.0000000000049,0.163855421686747,0.8361445783132531
86,NickGibbUK,3,0,3,-3.0,0.0,1.0
87,FrancisOppler,13,5,8,-2.8000000000000003,0.38461538461538464,0.6153846153846154
88,DavidCrausby,188,49,139,-81.6,0.26063829787234044,0.7393617021276596
89,cllrjamesdaly,2138,1000,1138,-104.39999999999972,0.4677268475210477,0.5322731524789522
90,YasminQureshiMP,1342,500,842,-317.0000000000006,0.37257824143070045,0.6274217585692996
91,Peter_Dowd,1258,439,819,-354.80000000000024,0.34896661367249604,0.651033386327504
92,jade4bootle,24,5,19,-11.999999999999998,0.20833333333333334,0.7916666666666666
93,paul_r_kenny,1206,376,830,-418.60000000000076,0.3117744610281924,0.6882255389718076
94,DavidWatts12,284,69,215,-137.59999999999997,0.24295774647887325,0.7570422535211268
95,_ChrisKealey,1060,361,699,-307.80000000000007,0.34056603773584904,0.659433962264151
96,Tobias_Ellwood,691,335,356,-24.19999999999998,0.48480463096960924,0.5151953690303908
97,ConorBurnsUK,2130,750,1380,-580.0000000000007,0.352112676056338,0.647887323943662
98,dave4bmthwest,164,70,94,-20.800000000000004,0.4268292682926829,0.573170731707317
99,DrPhillipLeeMP,1357,520,837,-294.8000000000001,0.3831982313927782,0.6168017686072218
100,PatrickSmithLD,369,116,253,-127.99999999999996,0.3143631436314363,0.6856368563685636
101,JamesLWalsh,981,306,675,-342.40000000000026,0.3119266055045872,0.6880733944954128
102,iftikharBE1,269,89,180,-78.59999999999997,0.3308550185873606,0.6691449814126395
103,Imran_HussainMP,104,43,61,-16.4,0.41346153846153844,0.5865384615384616
104,DWard,2003,595,1408,-768.6000000000013,0.29705441837244134,0.7029455816275587
105,JudithCummins,797,306,491,-161.3999999999999,0.383939774153074,0.616060225846926
106,GeorgePBGrant,1144,375,769,-364.4000000000006,0.3277972027972028,0.6722027972027972
107,mtklesel,142,28,114,-78.99999999999997,0.19718309859154928,0.8028169014084507
108,MatthewDorrance,2061,623,1438,-751.200000000001,0.30228044638524987,0.6977195536147501
109,RogerWilliamsLD,1702,576,1126,-502.2000000000013,0.3384253819036428,0.6615746180963572
110,laurenpk,755,233,522,-276.79999999999995,0.3086092715231788,0.6913907284768211
111,AlanMPolitics,562,203,359,-151.40000000000003,0.3612099644128114,0.6387900355871886
112,BarryGardiner,55,17,38,-20.8,0.3090909090909091,0.6909090909090909
113,luke_r_parker,186,72,114,-29.00000000000002,0.3870967741935484,0.6129032258064516
114,JosephBourke,1407,355,1052,-621.6000000000021,0.2523098791755508,0.7476901208244492
115,MaryMacleodUK,1698,736,962,-181.19999999999973,0.4334511189634865,0.5665488810365136
116,lbpreston,688,252,436,-167.20000000000005,0.36627906976744184,0.6337209302325582
117,Cisntbelieving,42,11,31,-18.8,0.2619047619047619,0.7380952380952381
118,meirionj,208,58,150,-88.4,0.27884615384615385,0.7211538461538461
119,MadeleineMoon,973,382,591,-187.39999999999986,0.3926002055498458,0.6073997944501541
120,micklerry,1024,306,718,-394.0000000000005,0.298828125,0.701171875
121,TheoButtPhilip,1038,267,771,-471.40000000000117,0.25722543352601157,0.7427745664739884
122,lizleffman,7,1,6,-5.0,0.14285714285714285,0.8571428571428571
123,thepaulchandler,107,28,79,-48.800000000000004,0.2616822429906542,0.7383177570093458
124,chris1bowers,80,35,45,-7.0,0.4375,0.5625
125,mitch_1uk,2029,805,1224,-381.4000000000002,0.39674716609167077,0.6032528339083292
126,Purna_Sen,2460,861,1599,-668.2000000000014,0.35,0.65
127,theodoraclarke,1163,512,651,-110.99999999999974,0.4402407566638005,0.5597592433361995
128,ClareCCS,3,2,1,0.6,0.6666666666666666,0.3333333333333333
129,darrenpjones,1509,467,1042,-533.6000000000012,0.30947647448641485,0.6905235255135852
130,CharlotteLeslie,225,81,144,-55.79999999999996,0.36,0.64
131,isogrant,649,252,397,-124.59999999999991,0.3882896764252696,0.6117103235747303
132,ClaireHiscott,1674,645,1029,-337.60000000000014,0.38530465949820786,0.6146953405017921
133,Chris4NorwichN,11,3,8,-5.2,0.2727272727272727,0.7272727272727273
134,john72442541,91,30,61,-31.4,0.32967032967032966,0.6703296703296703
135,tomebbutt,2182,681,1501,-746.8000000000021,0.31209899175068745,0.6879010082493126
136,sajidjavid,717,301,416,-95.79999999999983,0.4198047419804742,0.5801952580195258
137,ejcrobinson,245,84,161,-69.8,0.34285714285714286,0.6571428571428571
138,stanheptinstall,473,257,216,39.59999999999999,0.5433403805496829,0.45665961945031713
139,Nick4Broxtowe,622,202,420,-204.5999999999999,0.3247588424437299,0.6752411575562701
140,GBirtwistle,615,239,376,-126.3999999999999,0.3886178861788618,0.6113821138211382
141,SCockburnPrice,528,194,334,-131.79999999999993,0.36742424242424243,0.6325757575757576
142,JulieForBurnley,1196,379,817,-409.2000000000003,0.3168896321070234,0.6831103678929766
143,AndrewGriffiths,277,95,182,-80.2,0.34296028880866425,0.6570397111913358
144,DJMac1986,921,307,614,-277.4000000000002,0.3333333333333333,0.6666666666666666
145,JonWheale,2458,957,1501,-446.2000000000023,0.38934092758340116,0.6106590724165989
146,richardbaum,303,96,207,-99.59999999999995,0.31683168316831684,0.6831683168316832
147,BuryNorthLabour,28,18,10,8.0,0.6428571428571429,0.35714285714285715
148,DNuttall,883,329,554,-214.5999999999998,0.3725934314835787,0.6274065685164213
149,IvanLewis_MP,820,363,457,-89.19999999999992,0.4426829268292683,0.5573170731707318
150,xdavidchappell,399,130,269,-134.79999999999995,0.3258145363408521,0.6741854636591479
151,Jochurchill4,405,171,234,-55.2,0.4222222222222222,0.5777777777777777
152,billburysted,8,2,6,-3.2,0.25,0.75
153,WayneDavid_MP,914,393,521,-107.5999999999999,0.4299781181619256,0.5700218818380745
154,LeoDochertyUK,195,72,123,-44.40000000000001,0.36923076923076925,0.6307692307692307
155,johnerskine,803,236,567,-305.40000000000026,0.29389788293897884,0.7061021170610212
156,AGrahamCSER,134,42,92,-44.800000000000004,0.31343283582089554,0.6865671641791045
157,HarrietHarman,675,197,478,-255.39999999999975,0.29185185185185186,0.7081481481481482
158,NaomiNewstead,299,113,186,-63.800000000000004,0.3779264214046823,0.6220735785953178
159,jgoldsworthy,656,237,419,-162.39999999999984,0.36128048780487804,0.6387195121951219
160,amandamilling,321,109,212,-98.59999999999997,0.3395638629283489,0.660436137071651
161,JanosToth1,1021,268,753,-464.0000000000005,0.2624877571008815,0.7375122428991185
162,JamesCanterbury,972,355,617,-234.99999999999991,0.36522633744855965,0.6347736625514403
163,JennyWillott,1666,543,1123,-519.8000000000019,0.32593037214885956,0.6740696278511404
164,ElizabethCdf,46,15,31,-14.6,0.32608695652173914,0.6739130434782609
165,Mari_Williams,2445,865,1580,-633.6000000000023,0.3537832310838446,0.6462167689161554
166,NigelHowellsCdf,338,111,227,-115.59999999999995,0.32840236686390534,0.6715976331360947
167,EmmaWarman,481,185,296,-101.6,0.38461538461538464,0.6153846153846154
168,JTaghdissian,87,26,61,-32.8,0.2988505747126437,0.7011494252873564
169,CadanapTomos,238,74,164,-84.79999999999998,0.31092436974789917,0.6890756302521008
170,LoraineBirchall,13,8,5,3.0,0.6153846153846154,0.38461538461538464
171,MissleeCarlisle,877,315,562,-215.79999999999993,0.35917901938426455,0.6408209806157354
172,John4Carlisle,184,69,115,-48.199999999999996,0.375,0.625
173,calumhiggins,1861,631,1230,-540.8000000000013,0.33906501880709294,0.6609349811929071
174,delyth_evans,528,241,287,-36.60000000000001,0.4564393939393939,0.5435606060606061
175,Simonhartmp,843,329,514,-156.40000000000003,0.3902728351126928,0.6097271648873073
176,SelwynRunnett,1250,424,826,-355.00000000000057,0.3392,0.6608
177,mmaxwellscott,1090,318,772,-409.40000000000066,0.29174311926605506,0.708256880733945
178,siobhan4candw,396,133,263,-117.19999999999989,0.33585858585858586,0.6641414141414141
179,JoeCookeLabour,284,84,200,-107.99999999999996,0.29577464788732394,0.704225352112676
180,GordonBain,604,205,399,-178.59999999999994,0.3394039735099338,0.6605960264900662
181,Lynne__Richards,516,171,345,-165.39999999999992,0.3313953488372093,0.6686046511627907
182,alexjwhiteld,437,136,301,-155.39999999999995,0.3112128146453089,0.6887871853546911
183,jackabbott90,1742,557,1185,-560.200000000001,0.31974741676234214,0.6802525832376579
184,jonneal_UK,554,168,386,-202.1999999999999,0.30324909747292417,0.6967509025270758
185,drdanpoulter,596,268,328,-43.40000000000003,0.44966442953020136,0.5503355704697986
186,hhensher,108,41,67,-26.999999999999996,0.37962962962962965,0.6203703703703703
187,huwthomas_Wales,1135,395,740,-309.40000000000003,0.34801762114537443,0.6519823788546255
188,mark4ceredigion,1467,540,927,-356.80000000000047,0.36809815950920244,0.6319018404907976
189,seankellywalsh,1364,467,897,-389.6000000000006,0.34237536656891493,0.657624633431085
190,SimonLibdem,254,20,234,-209.79999999999998,0.07874015748031496,0.9212598425196851
191,tracey_crouch,252,76,176,-91.79999999999994,0.30158730158730157,0.6984126984126984
192,MarkHunter,651,229,422,-178.59999999999994,0.35176651305683565,0.6482334869431644
193,cheadlelabour,1461,433,1028,-545.0000000000016,0.29637234770704995,0.70362765229295
194,MaryRobinson01,475,216,259,-38.599999999999994,0.45473684210526316,0.5452631578947369
195,sj_robinson,831,220,611,-363.0000000000004,0.2647412755716005,0.7352587244283996
196,ChrisJVince,966,280,686,-381.8000000000006,0.2898550724637681,0.7101449275362319
197,_AlexSanderson,814,326,488,-136.79999999999984,0.4004914004914005,0.5995085995085995
198,AlexChalkChelt,710,272,438,-146.99999999999983,0.38309859154929576,0.6169014084507042
199,MartinChelt,848,295,553,-242.00000000000003,0.34787735849056606,0.652122641509434
200,bt_davies,1467,455,1012,-498.4000000000017,0.3101567825494206,0.6898432174505794
201,CherylGillan,9,3,6,-2.8,0.3333333333333333,0.6666666666666666
202,DrKirstenJ,755,246,509,-247.4000000000001,0.3258278145695364,0.6741721854304635
203,juliacambridge1,1430,476,954,-447.2000000000006,0.3328671328671329,0.6671328671328671
204,MarkVivis,143,44,99,-50.20000000000002,0.3076923076923077,0.6923076923076923
205,Andrew_RH_Smith,384,112,272,-148.39999999999992,0.2916666666666667,0.7083333333333334
206,ChichesterCA,112,44,68,-20.400000000000002,0.39285714285714285,0.6071428571428571
207,bilal_labour,1875,730,1145,-380.60000000000053,0.3893333333333333,0.6106666666666667
208,michelledonelan,505,189,316,-106.79999999999988,0.37425742574257426,0.6257425742574257
209,duncanhames,2297,679,1618,-874.7999999999998,0.2956029603831084,0.7043970396168916
210,AndyD_Newman,291,93,198,-100.80000000000001,0.31958762886597936,0.6804123711340206
211,AmyTrevethan,359,131,228,-82.99999999999996,0.3649025069637883,0.6350974930362117
212,stephenjohnfenn,5,0,5,-4.3999999999999995,0.0,1.0
213,LindsayHoyle_MP,811,321,490,-148.7999999999999,0.3958076448828607,0.6041923551171393
214,MarkFieldUK,467,181,286,-88.99999999999996,0.3875802997858672,0.6124197002141327
215,nikslingsby,145,50,95,-37.80000000000002,0.3448275862068966,0.6551724137931034
216,ChrisM4Chester,312,107,205,-88.39999999999998,0.34294871794871795,0.657051282051282
217,ChesterTories,3052,997,2055,-1016.0000000000013,0.3266710353866317,0.6733289646133683
218,cllrbobthompson,689,203,486,-262.79999999999995,0.2946298984034833,0.7053701015965167
219,cmartinLD,860,292,568,-261.20000000000016,0.3395348837209302,0.6604651162790698
220,DisgruntledRad,915,304,611,-287.9999999999999,0.33224043715846996,0.66775956284153
221,GilesWatling,536,187,349,-145.9999999999998,0.34888059701492535,0.6511194029850746
222,roy_horobin,84,22,62,-38.0,0.2619047619047619,0.7380952380952381
223,MrPeterKeith,786,277,509,-207.99999999999986,0.3524173027989822,0.6475826972010178
224,MartinVickers,232,84,148,-58.19999999999999,0.3620689655172414,0.6379310344827587
225,DavidClwydSouth,354,122,232,-98.59999999999995,0.3446327683615819,0.655367231638418
226,WxmBruce,689,198,491,-272.40000000000003,0.28737300435413643,0.7126269956458636
227,gareththomaslab,1176,421,755,-295.2000000000003,0.35799319727891155,0.6420068027210885
228,_mjsf_,1137,378,759,-345.60000000000076,0.3324538258575198,0.6675461741424802
